Code,Quantity,Variant
102383107,-98,
10287,-96,
103177681,-100,
104558697,-100,
106180980,-100,
106365661,-100,
115755333,-100,
118620335,-100,
12364,-100,
12365,-100,
124437787,-100,
12597,-100,
134700223,-100,
138165196,-100,
143532665,-97,
144209563,-100,
152085385,-100,
155484290,-100,
172865419,-100,
175450702,-100,
179940996,-100,
181144980,-100,
185462533,-100,
190792801,-100,
191583400,-100,
194671774,-100,
199008972,-100,
199062700,-100,
20140,-100,
20320,-99,
203957873,-100,
222578209,-100,
222917801,-99,
224628610,-100,
226426570,-100,
227683163,-100,
241717519,-100,
254696426,-100,
261062088,-100,
263705093,-100,
267797407,-100,
271215829,-100,
274146298,-100,
276871122,-100,
285565091,-100,
294011710,-100,
295503253,-100,
298348321,-100,
299949738,-100,
307460474,-100,
31030,-100,
31478,-100,
31555,-100,
319344462,-96,
3210,-100,
32164,-100,
32411,-96,
32457,-100,
327911920,-100,
33214,-100,
340158959,-100,
347588638,-100,
349258757,-100,
35246,-100,
35454,-100,
357271763,-100,
358503877,-100,
359329830,-100,
360012004,-98,
363089450,-100,
368496741,-99,
375209312,-100,
379805332,-100,
390767843,-100,
393188718,-100,
397357294,-100,
399043874,-100,
399200734,-100,
400079220,-100,
404743047,-100,
407122961,-100,
409458620,-98,
418403077,-100,
423839105,-99,
427276241,-100,
431977654,-100,
440051559,-100,
440897873,-100,
441156985,-100,
443973072,-100,
446356180,-100,
45976,-100,
462152151,-89,
463415699,-100,
463654831,-100,
476987960,-100,
478388662,-100,
482694832,-100,
486717694,-99,
488156638,-100,
495919404,-100,
498889066,-100,
499457363,-100,
501221048,-100,
508020438,-100,
508969046,-100,
512594426,-100,
515740217,-100,
54372941,-102,
548995017,-100,
550484339,-100,
552962791,-100,
555344521,-98,
563273768,-100,
573714336,-100,
574385569,-100,
576950343,-100,
577199494,-100,
582228722,-100,
589698693,-100,
593560841,-99,
594915335,-100,
598993613,-90,
603075187,-100,
610688417,-100,
622254068,-100,
624939169,-100,
63254,-100,
635512227,-100,
63574,-100,
638425324,-100,
64565,-100,
64632,-100,
64669,-100,
650013954,-100,
654785,-100,
65485,-100,
664507138,-100,
670999670,-100,
672548071,-100,
676013044,-100,
679212102,-100,
690847063,-100,
692335847,-100,
694658587,-100,
711782987,-100,
717164462,-100,
717234086,-100,
719988632,-100,
721263041,-100,
724836732,-100,
742024663,-100,
744794606,-100,
749353304,-100,
750940667,-100,
758777022,-100,
763328856,-100,
769694518,-100,
769995664,-100,
772389724,-100,
778965,-100,
780070389,-100,
785413781,-97,
795143631,-100,
801324612,-100,
804200410,-100,
820637780,-100,
833079523,-100,
838872696,-96,
842168643,-100,
843810452,-100,
845982537,-100,
849594881,-90,
852890672,-100,
874556788,-100,
876412155,-100,
878584284,-100,
881975648,-100,
885929286,-100,
888020015,-95,
888200649,-100,
888380292,-100,
889106967,-100,
893177124,-100,
896596305,-97,
911412037,-100,
916272970,-100,
922191577,-100,
922570507,-80,
928271434,-95,
930756606,-100,
930855679,-100,
933733183,-97,
93524,-100,
940353977,-98,
945059507,-100,
954829411,-100,
956242328,-100,
960432031,-100,
962648444,-90,
96352,-100,
969047964,-100,
977246092,-100,
980824727,-100,
985524565,-100,
986862739,-100,
992489263,-100,
993702462,-100,
,,
